tahiti_ecc_staging.makt_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/makt_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/makt_stg" 
tahiti_ecc_staging.mseg_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/mseg_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/mseg_stg" 
tahiti_ecc_staging.vbrk_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/vbrk_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/vbrk_stg" 
tahiti_ecc_staging.vbrp_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/vbrp_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/vbrp_stg" 
tahiti_ecc_staging.marc_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/marc_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/tahiti_ecc_staging.db/marc_stg" 
pinpoint_prod.bardtradeflow_expanded,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bardtradeflow_expanded,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bardtradeflow_expanded" 
pinpoint_prod.bard_actual,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_actual,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_actual" 
pinpoint_prod.companycodetotaxsourcemanufacturer,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/companycodetotaxsourcemanufacturer,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/companycodetotaxsourcemanufacturer" 
pinpoint_prod.taxsourcemanufacturer_bard,EXTERNAL_TABLE,wasb://prd06-hdi4-spark-2023-01-14t05-33-11-222z@data1repoprd.blob.core.windows.net/hive/warehouse/external/pinpoint_prod.db/taxsourcemanufacturer_bard,hdfs dfs -du -s -h "wasb://prd06-hdi4-spark-2023-01-14t05-33-11-222z@data1repoprd.blob.core.windows.net/hive/warehouse/external/pinpoint_prod.db/taxsourcemanufacturer_bard" 
pinpoint_prod.bard_ic,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_ic,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_ic" 
pinpoint_prod.T001w_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w_tahiti" 
pinpoint_prod.T001w_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w_everest" 
pinpoint_prod.lots_plant_codes,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/lots_plant_codes,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/lots_plant_codes" 
pinpoint_prod.t001w,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001w" 
pinpoint_prod.pfpxz_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pfpxz_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pfpxz_stg" 
pinpoint_prod_bk.T001_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_everest" 
pinpoint_prod_bk.T001_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_tahiti" 
pinpoint_prod_bk.T001_monaco,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_monaco,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod_bk.db/t001_monaco" 
pinpoint_prod.T001_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_everest" 
pinpoint_prod.T001_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_tahiti" 
pinpoint_prod.mara_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_tahiti" 
pinpoint_prod.hierarchy_all_bu_new,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/hierarchy_all_bu_new,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/hierarchy_all_bu_new" 
pinpoint_prod.nodum,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/nodum,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/nodum" 
pinpoint_prod.tahiti_billing,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/tahiti_billing,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/tahiti_billing" 
pinpoint_prod.lots_load,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/lots_load,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/lots_load" 
PINPOINT_PROD.NODUM_Source,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/nodum_source,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/nodum_source" 
pinpoint_prod.platform_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/platform_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/platform_stg" 
pinpoint_prod.T001_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_tahiti" 
pinpoint_prod.T001_monaco,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_monaco,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/t001_monaco" 
pinpoint_prod.mara_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_everest" 
pinpoint_prod.mara_monaco,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_monaco,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/mara_monaco" 
pinpoint_prod.makt_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_everest" 
pinpoint_prod.makt_tahiti,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_tahiti,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_tahiti" 
pinpoint_prod.makt_monaco,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_monaco,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/makt_monaco" 
pinpoint_prod.ce1bd01_stg_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/ce1bd01_stg_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/ce1bd01_stg_everest" 
pinpoint_prod.marm_stg_everest,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/marm_stg_everest,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/marm_stg_everest" 
pinpoint_prod.re_reprofitctr_bpc,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/re_reprofitctr_bpc,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/re_reprofitctr_bpc" 
common_dimensions.re_reprofitctr_bpc,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/common_dimensions.db/re_reprofitctr_bpc,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/common_dimensions.db/re_reprofitctr_bpc" 
common_dimensions.product_hierarchy_all_bu_reltio,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/common_dimensions.db/product_hierarchy_all_bu_reltio,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/common_dimensions.db/product_hierarchy_all_bu_reltio" 
pinpoint_prod.vbrp_stg,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/vbrp_stg,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/vbrp_stg" 
pinpoint_prod.intermediate_marc,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/intermediate_marc,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/intermediate_marc" 
pinpoint_prod.bard_sourcemanufacturer,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_sourcemanufacturer,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/bard_sourcemanufacturer" 
pinpoint_prod.sm_secondarylookup,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/sm_secondarylookup,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/sm_secondarylookup" 
pinpoint_prod.sm_bard_lookup,MANAGED_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/sm_bard_lookup,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/sm_bard_lookup" 
pinpoint_prod.pinpoint_semantic_dim_legalentitycountry_eve,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pinpoint_semantic_dim_legalentitycountry_eve,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pinpoint_semantic_dim_legalentitycountry_eve" 
pinpoint_prod.PINPOINT_SEMANTIC_DIM_BUSINESSUNIT_eve,EXTERNAL_TABLE,wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pinpoint_semantic_dim_businessunit_eve,hdfs dfs -du -s -h "wasb://hdisprod-ddp-2018-01-18t16-05-30-769z@data1repoprd.blob.core.windows.net/hive/warehouse/pinpoint_prod.db/pinpoint_semantic_dim_businessunit_eve" 
