TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
SC,1154,673,1337,REVAL,£ 60.34 ($ 0.00) from SC 68308,Judith,2016-04-25,60.339999999999996,0.0,0,0.0,2016-05-10 16:23:29,2019-01-25 14:31:07,0
SR,1155,674,848,4432,£ 2130.61 (€ 2800.00) from SR 67436,Judith,2016-03-09,2130.6099999999997,2800.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1156,675,848,4432,£ 1381.09 (€ 1815.00) from SR 67436,Judith,2016-03-09,1381.09,1815.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1157,676,848,4432,£ 1331.63 (€ 1750.00) from SR 67436,Judith,2016-03-09,1331.6299999999999,1750.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1158,677,848,4432,£ 5524.36 (€ 7260.00) from SR 67436,Judith,2016-03-09,5524.36,7260.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SR,1159,678,848,4432,£ 11.41 (€ 15.00) from SR 67436,Judith,2016-03-09,11.41,15.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SR,1160,678,6438,w/off bnk chrg 65107 66779,£ 19.03 (€ 25.00) from SR 73693,Olia,2016-12-01,19.03,25.0,0,0.0,2016-12-13 15:40:35,2019-01-25 14:31:07,0
SR,1161,679,1331,"4446,4447,4460,4466",£ 1650.00 (£ 1650.00) from SR 68302,Judith,2016-04-29,1650.0,1650.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1162,680,1331,"4446,4447,4460,4466",£ 294.00 (£ 294.00) from SR 68302,Judith,2016-04-29,294.0,294.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1163,681,1331,"4446,4447,4460,4466",£ 36.00 (£ 36.00) from SR 68302,Judith,2016-04-29,36.0,36.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1164,682,3299,"4445, 4439",£ 2280.00 (£ 2280.00) from SR 70525,Judith,2016-07-15,2280.0,2280.0,0,0.0,2016-08-08 16:39:47,2019-01-25 14:31:07,0
SR,1165,683,949,4444,£ 750.00 (£ 750.00) from SR 67920,Judith,2016-04-12,750.0,750.0,0,0.0,2016-04-27 12:09:33,2019-01-25 14:31:07,0
SR,1166,684,947,4441,£ 1350.00 (£ 1350.00) from SR 67918,Judith,2016-04-11,1350.0,1350.0,0,0.0,2016-04-27 12:07:48,2019-01-25 14:31:07,0
SR,1167,685,3299,"4445, 4439",£ 456.00 (£ 456.00) from SR 70525,Judith,2016-07-15,456.0,456.0,0,0.0,2016-08-08 16:39:47,2019-01-25 14:31:07,0
SR,1168,686,3299,"4445, 4439",£ 36.00 (£ 36.00) from SR 70525,Judith,2016-07-15,36.0,36.0,0,0.0,2016-08-08 16:39:47,2019-01-25 14:31:07,0
SR,1169,687,1501,4438,£ 162.00 (£ 162.00) from SR 68519,Olia,2016-05-09,162.0,162.0,0,0.0,2016-05-20 13:49:17,2019-01-25 14:31:07,0
SR,1170,688,1501,4438,£ 36.00 (£ 36.00) from SR 68519,Olia,2016-05-09,36.0,36.0,0,0.0,2016-05-20 13:49:17,2019-01-25 14:31:07,0
SR,1171,689,1487,4437,£ 348.85 (€ 443.75) from SR 68497,Olia,2016-05-18,348.85,443.75,0,0.0,2016-05-20 12:51:39,2019-01-25 14:31:07,0
SR,1172,690,1487,4437,£ 432.38 (€ 550.00) from SR 68497,Olia,2016-05-18,432.38,550.0,0,0.0,2016-05-20 12:51:40,2019-01-25 14:31:07,0
SR,1173,691,1487,4437,£ 94.34 (€ 120.00) from SR 68497,Olia,2016-05-18,94.34,120.0,0,0.0,2016-05-20 12:51:40,2019-01-25 14:31:07,0
SR,1174,692,942,4423,£ 950.00 (£ 950.00) from SR 67913,Judith,2016-04-06,950.0,950.0,0,0.0,2016-04-27 11:50:57,2019-01-25 14:31:07,0
SR,1175,693,942,4423,£ 1000.00 (£ 1000.00) from SR 67913,Judith,2016-04-06,1000.0,1000.0,0,0.0,2016-04-27 11:50:57,2019-01-25 14:31:07,0
SR,1176,694,1292,4431,£ 129.36 (€ 170.00) from SR 68263,Judith,2016-04-25,129.35999999999999,170.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1177,695,1292,4431,£ 456.56 (€ 600.00) from SR 68263,Judith,2016-04-25,456.56000000000006,600.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1178,696,1292,4431,£ 1027.26 (€ 1350.00) from SR 68263,Judith,2016-04-25,1027.26,1350.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1179,697,1274,,£ 943.37 (€ 1200.00) from SR 68245,Judith,2016-04-06,943.3700000000001,1200.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SR,1180,698,1274,,£ 70.75 (€ 90.00) from SR 68245,Judith,2016-04-06,70.75,90.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SR,1181,699,2041,4453 4448,£ 4200.00 (£ 4200.00) from SR 69267,Olia,2016-05-20,4200.0,4200.0,0,0.0,2016-06-19 22:45:19,2019-01-25 14:31:07,0
SR,1182,700,956,4452,£ 1350.00 (£ 1350.00) from SR 67927,Judith,2016-04-13,1350.0,1350.0,0,0.0,2016-04-27 12:18:30,2019-01-25 14:31:07,0
SR,1183,701,956,4452,£ 840.00 (£ 840.00) from SR 67927,Judith,2016-04-13,840.0,840.0,0,0.0,2016-04-27 12:18:30,2019-01-25 14:31:07,0
SR,1184,702,965,4450,£ 1050.00 (£ 1050.00) from SR 67936,Judith,2016-04-15,1050.0,1050.0,0,0.0,2016-04-27 12:28:38,2019-01-25 14:31:07,0
SR,1185,703,937,4449,£ 324.00 (£ 324.00) from SR 67908,Judith,2016-04-04,324.0,324.0,0,0.0,2016-04-27 10:11:00,2019-01-25 14:31:07,0
SR,1186,704,937,4449,£ 36.00 (£ 36.00) from SR 67908,Judith,2016-04-04,36.0,36.0,0,0.0,2016-04-27 10:11:00,2019-01-25 14:31:07,0
SR,1187,705,2041,4453 4448,£ 840.00 (£ 840.00) from SR 69267,Olia,2016-05-20,840.0,840.0,0,0.0,2016-06-19 22:45:19,2019-01-25 14:31:07,0
SR,1188,706,854,10% of inv 4433,£ 905.63 (€ 1152.00) from SR 67452,Judith,2016-03-14,905.6299999999999,1152.0,0,0.0,2016-04-07 15:44:49,2019-01-25 14:31:07,0
SR,1189,706,2788,bal 4433 & 10% 4578,£ 37.74 (€ 48.00) from SR 70014,Judith,2016-07-07,37.739999999999995,48.0,0,0.0,2016-07-21 09:26:30,2019-01-25 14:31:07,0
SR,1190,707,2788,bal 4433 & 10% 4578,£ 2452.75 (€ 3120.00) from SR 70014,Judith,2016-07-07,2452.75,3120.0,0,0.0,2016-07-21 09:26:30,2019-01-25 14:31:07,0
SR,1191,708,2788,bal 4433 & 10% 4578,£ 1886.73 (€ 2400.00) from SR 70014,Judith,2016-07-07,1886.73,2400.0,0,0.0,2016-07-21 09:26:30,2019-01-25 14:31:07,0
SR,1192,709,2788,bal 4433 & 10% 4578,£ 3773.47 (€ 4800.00) from SR 70014,Judith,2016-07-07,3773.47,4800.0,0,0.0,2016-07-21 09:26:30,2019-01-25 14:31:07,0
SR,1193,710,1005,4463,£ 1650.00 (£ 1650.00) from SR 67976,Judith,2016-04-25,1650.0,1650.0,0,0.0,2016-04-27 16:35:09,2019-01-25 14:31:07,0
SR,1194,711,2045,4462,£ 650.00 (£ 650.00) from SR 69271,Olia,2016-05-24,650.0,650.0,0,0.0,2016-06-19 22:50:20,2019-01-25 14:31:07,0
SR,1195,712,2045,4462,£ 1300.00 (£ 1300.00) from SR 69271,Olia,2016-05-24,1300.0,1300.0,0,0.0,2016-06-19 22:50:20,2019-01-25 14:31:07,0
SR,1196,713,2045,4462,£ 1000.00 (£ 1000.00) from SR 69271,Olia,2016-05-24,1000.0,1000.0,0,0.0,2016-06-19 22:50:20,2019-01-25 14:31:07,0
SR,1197,714,2045,4462,£ 475.00 (£ 475.00) from SR 69271,Olia,2016-05-24,475.0,475.0,0,0.0,2016-06-19 22:50:20,2019-01-25 14:31:07,0
SR,1198,715,2045,4462,£ 200.00 (£ 200.00) from SR 69271,Olia,2016-05-24,200.0,200.0,0,0.0,2016-06-19 22:50:20,2019-01-25 14:31:07,0
SR,1199,716,1514,4461,£ 1050.00 (£ 1050.00) from SR 68532,Olia,2016-05-06,1050.0,1050.0,0,0.0,2016-05-20 13:59:13,2019-01-25 14:31:07,0
SR,1200,717,1331,"4446,4447,4460,4466",£ 1050.00 (£ 1050.00) from SR 68302,Judith,2016-04-29,1050.0,1050.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1201,718,1515,4459,£ 900.00 (£ 900.00) from SR 68533,Olia,2016-05-10,900.0,900.0,0,0.0,2016-05-20 14:02:57,2019-01-25 14:31:07,0
SR,1202,719,1885,4458,£ 7835.75 ($ 11446.00) from SR 69111,Judith,2016-05-27,7835.75,11446.0,0,0.0,2016-06-02 11:46:46,2019-01-25 14:31:07,0
SC,1203,719,1886,REVAL,£ 412.61 ($ 0.00) from SC 69112,Judith,2016-05-27,412.61,0.0,0,0.0,2016-06-02 11:46:46,2019-01-25 14:31:07,0
SR,1204,720,1885,4458,£ 1050.15 ($ 1534.00) from SR 69111,Judith,2016-05-27,1050.15,1534.0,0,0.0,2016-06-02 11:46:46,2019-01-25 14:31:07,0
SC,1205,720,1887,REVAL,£ 55.30 ($ 0.00) from SC 69113,Judith,2016-05-27,55.3,0.0,0,0.0,2016-06-02 11:46:46,2019-01-25 14:31:07,0
SR,1206,721,1885,4458,£ 5647.83 ($ 8250.00) from SR 69111,Judith,2016-05-27,5647.83,8250.0,0,0.0,2016-06-02 11:46:47,2019-01-25 14:31:07,0
SC,1207,721,1888,REVAL,£ 297.39 ($ 0.00) from SC 69114,Judith,2016-05-27,297.39,0.0,0,0.0,2016-06-02 11:46:47,2019-01-25 14:31:07,0
SR,1208,722,855,"4373,part4456",£ 7429.01 (€ 9450.00) from SR 67453,Judith,2016-03-18,7429.01,9450.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1209,723,855,"4373,part4456",£ 727.18 (€ 925.00) from SR 67453,Judith,2016-03-18,727.1800000000001,925.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1210,724,855,"4373,part4456",£ 786.42 (€ 1000.36) from SR 67453,Judith,2016-03-18,786.42,1000.36,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1211,724,861,part 4456,£ 2853.68 (€ 3630.00) from SR 67459,Judith,2016-03-18,2853.68,3630.0,0,0.0,2016-04-07 16:02:58,2019-01-25 14:31:07,0
SR,1212,724,1287,4456,£ 5813.22 (€ 7394.64) from SR 68258,Judith,2016-04-13,5813.219999999999,7394.639999999999,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SR,1213,725,1287,4456,£ 3620.45 (€ 4605.36) from SR 68258,Judith,2016-04-13,3620.45,4605.36,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SR,1214,725,1304,4456 part,£ 2252.01 (€ 2864.64) from SR 68275,Judith,2016-04-29,2252.0099999999998,2864.6400000000003,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1215,726,1304,4456 part,£ 3914.97 (€ 4980.00) from SR 68275,Judith,2016-04-29,3914.97,4980.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1216,727,1304,4456 part,£ 530.64 (€ 675.00) from SR 68275,Judith,2016-04-29,530.64,675.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1217,728,1304,4456 part,£ 3679.41 (€ 4680.36) from SR 68275,Judith,2016-04-29,3679.41,4680.36,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1218,728,2403,4456,£ 1578.68 (€ 2069.64) from SR 69629,Judith,2016-06-14,1578.6799999999998,2069.6400000000003,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SC,1219,728,2404,REVAL,£ 48.35 (€ 0.00) from SC 69630,Judith,2016-06-14,48.35,0.0,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SR,1220,729,2403,4456,£ 1544.63 (€ 2025.00) from SR 69629,Judith,2016-06-14,1544.6299999999999,2025.0,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SC,1221,729,2405,REVAL,£ 47.30 (€ 0.00) from SC 69631,Judith,2016-06-14,47.3,0.0,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SR,1222,730,2403,4456,£ 5644.59 (€ 7400.00) from SR 69629,Judith,2016-06-14,5644.59,7400.0,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SC,1223,730,2406,REVAL,£ 172.84 (€ 0.00) from SC 69632,Judith,2016-06-14,172.84,0.0,0,0.0,2016-07-05 09:56:24,2019-01-25 14:31:07,0
SR,1224,731,2403,4456,£ 4233.44 (€ 5550.00) from SR 69629,Judith,2016-06-14,4233.4400000000005,5550.0,0,0.0,2016-07-05 09:56:25,2019-01-25 14:31:07,0
SC,1225,731,2407,REVAL,£ 129.63 (€ 0.00) from SC 69633,Judith,2016-06-14,129.63,0.0,0,0.0,2016-07-05 09:56:25,2019-01-25 14:31:07,0
SR,1226,732,2403,4456,£ 2254.31 (€ 2955.36) from SR 69629,Judith,2016-06-14,2254.31,2955.3599999999997,0,0.0,2016-07-05 09:56:25,2019-01-25 14:31:07,0
SC,1227,732,2408,REVAL,£ 69.01 (€ 0.00) from SC 69634,Judith,2016-06-14,69.01,0.0,0,0.0,2016-07-05 09:56:25,2019-01-25 14:31:07,0
SR,1228,732,3099,part 4456,£ 2570.39 (€ 3269.64) from SR 70325,Judith,2016-07-29,2570.3900000000003,3269.6400000000003,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SR,1229,733,3099,part 4456,£ 4893.71 (€ 6225.00) from SR 70325,Judith,2016-07-29,4893.71,6225.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SR,1230,734,3099,part 4456,£ 393.07 (€ 500.00) from SR 70325,Judith,2016-07-29,393.07,500.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SR,1231,735,2412,4454,£ 3792.94 (€ 4972.50) from SR 69638,Judith,2016-06-17,3792.94,4972.5,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SC,1232,735,2413,REVAL,£ 116.14 (€ 0.00) from SC 69639,Judith,2016-06-17,116.14000000000001,0.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SR,1233,736,2412,4454,£ 8180.84 (€ 10725.00) from SR 69638,Judith,2016-06-17,8180.839999999999,10725.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SC,1234,736,2414,REVAL,£ 250.50 (€ 0.00) from SC 69640,Judith,2016-06-17,250.5,0.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SR,1235,737,2412,4454,£ 1933.65 (€ 2535.00) from SR 69638,Judith,2016-06-17,1933.65,2535.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SC,1236,737,2415,REVAL,£ 59.21 (€ 0.00) from SC 69641,Judith,2016-06-17,59.21,0.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SR,1237,738,2412,4454,£ 1628.69 (€ 2135.20) from SR 69638,Judith,2016-06-17,1628.69,2135.2,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SC,1238,738,2416,REVAL,£ 49.87 (€ 0.00) from SC 69642,Judith,2016-06-17,49.87,0.0,0,0.0,2016-07-05 09:59:10,2019-01-25 14:31:07,0
SR,1239,739,3354,4468,£ 360.00 (£ 360.00) from SR 70580,Judith,2016-07-29,360.0,360.0,0,0.0,2016-08-09 12:39:18,2019-01-25 14:31:07,0
SR,1240,740,3354,4468,£ 36.00 (£ 36.00) from SR 70580,Judith,2016-07-29,36.0,36.0,0,0.0,2016-08-09 12:39:18,2019-01-25 14:31:07,0
SR,1241,741,1333,4467,£ 750.00 (£ 750.00) from SR 68304,Judith,2016-04-29,750.0,750.0,0,0.0,2016-05-10 15:36:22,2019-01-25 14:31:07,0
SR,1242,742,1331,"4446,4447,4460,4466",£ 750.00 (£ 750.00) from SR 68302,Judith,2016-04-29,750.0,750.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1243,743,1331,"4446,4447,4460,4466",£ 1350.00 (£ 1350.00) from SR 68302,Judith,2016-04-29,1350.0,1350.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SR,1244,744,2049,4465,£ 750.00 (£ 750.00) from SR 69275,Olia,2016-05-27,750.0,750.0,0,0.0,2016-06-19 22:53:02,2019-01-25 14:31:07,0
SR,1245,745,2049,4465,£ 36.00 (£ 36.00) from SR 69275,Olia,2016-05-27,36.0,36.0,0,0.0,2016-06-19 22:53:02,2019-01-25 14:31:07,0
SR,1246,746,2047,4464 4471,£ 1350.00 (£ 1350.00) from SR 69273,Olia,2016-05-26,1350.0,1350.0,0,0.0,2016-06-19 22:51:58,2019-01-25 14:31:07,0
PP,1247,747,1721,bacs,£ 76.96 (£ 76.96) from PP 68947,Judith,2016-05-27,76.96000000000001,76.96000000000001,0,0.0,2016-05-27 10:20:09,2019-01-25 14:31:07,0
PP,1248,748,954, (BACS),£ 242.25 (£ 242.25) from PP 67925,Judith,2016-04-12,242.25,242.25,0,0.0,2016-04-27 12:14:25,2019-01-25 14:31:07,0
PP,1249,749,954, (BACS),£ 3000.00 (£ 3000.00) from PP 67925,Judith,2016-04-12,3000.0,3000.0,0,0.0,2016-04-27 12:14:25,2019-01-25 14:31:07,0
PP,1250,750,948,d/d,£ 716.98 (£ 716.98) from PP 67919,Judith,2016-04-11,716.98,716.98,0,0.0,2016-04-27 12:08:46,2019-01-25 14:31:07,0
PP,1251,751,1034,bacs,£ 5520.00 (£ 5520.00) from PP 68005,Judith,2016-04-28,5520.0,5520.0,0,0.0,2016-04-28 11:04:33,2019-01-25 14:31:07,0
PP,1252,752,1034,bacs,£ 5520.00 (£ 5520.00) from PP 68005,Judith,2016-04-28,5520.0,5520.0,0,0.0,2016-04-28 11:04:33,2019-01-25 14:31:07,0
PP,1253,753,1052,BACS,£ 14.22 (£ 14.22) from PP 68023,Judith,2016-04-28,14.219999999999999,14.219999999999999,0,0.0,2016-04-28 13:08:35,2019-01-25 14:31:07,0
PP,1254,754,1052,BACS,£ 3.00 (£ 3.00) from PP 68023,Judith,2016-04-28,3.0,3.0,0,0.0,2016-04-28 13:08:35,2019-01-25 14:31:07,0
PP,1255,755,938,d/d,£ 3330.20 (£ 3330.20) from PP 67909,Judith,2016-04-04,3330.2,3330.2,0,0.0,2016-04-27 10:12:54,2019-01-25 14:31:07,0
PP,1256,756,938,d/d,£ 220.95 (£ 220.95) from PP 67909,Judith,2016-04-04,220.95,220.95,0,0.0,2016-04-27 10:12:54,2019-01-25 14:31:07,0
PP,1257,757,838,PCASH,£ 7.86 (€ 10.00) from PP 67334,Judith,2016-03-18,7.859999999999999,10.0,0,0.0,2016-04-06 10:21:29,2019-01-25 14:31:07,0
PP,1258,758,1346,BCARD,£ 166.80 (£ 166.80) from PP 68317,Judith,2016-04-08,166.8,166.8,0,0.0,2016-05-10 16:50:07,2019-01-25 14:31:07,0
PC,1259,759,7502,67249,£ 186.00 (£ 186.00) from PC 74757,Olia,2017-01-01,186.0,186.0,0,0.0,2017-02-11 21:07:28,2019-01-25 14:31:07,0
PC,1260,760,7502,67249,£ 186.00 (£ 186.00) from PC 74757,Olia,2017-01-01,186.0,186.0,0,0.0,2017-02-11 21:07:28,2019-01-25 14:31:07,0
PP,1261,761,940,bacs,£ 94.80 (£ 94.80) from PP 67911,Judith,2016-04-13,94.8,94.8,0,0.0,2016-04-27 11:43:37,2019-01-25 14:31:07,0
PP,1262,762,1022, (BACS),£ 638.87 (£ 638.87) from PP 67993,Judith,2016-04-28,638.87,638.87,0,0.0,2016-04-28 11:00:01,2019-01-25 14:31:07,0
PP,1263,763,1023,bacs,£ 1484.82 (£ 1484.82) from PP 67994,Judith,2016-04-28,1484.8200000000002,1484.8200000000002,0,0.0,2016-04-28 11:00:23,2019-01-25 14:31:07,0
PP,1264,764,1024,bacs,£ 1182.43 (£ 1182.43) from PP 67995,Judith,2016-04-28,1182.4299999999998,1182.4299999999998,0,0.0,2016-04-28 11:00:48,2019-01-25 14:31:07,0
PP,1265,765,1025, (BACS),£ 61.70 (£ 61.70) from PP 67996,Judith,2016-04-28,61.7,61.7,0,0.0,2016-04-28 11:01:17,2019-01-25 14:31:07,0
PP,1266,766,1026, (BACS),£ 51.41 (£ 51.41) from PP 67997,Judith,2016-04-28,51.410000000000004,51.410000000000004,0,0.0,2016-04-28 11:01:47,2019-01-25 14:31:07,0
PP,1267,767,1026, (BACS),£ 50.04 (£ 50.04) from PP 67997,Judith,2016-04-28,50.04,50.04,0,0.0,2016-04-28 11:01:47,2019-01-25 14:31:07,0
PP,1268,768,1026, (BACS),£ 20.72 (£ 20.72) from PP 67997,Judith,2016-04-28,20.72,20.72,0,0.0,2016-04-28 11:01:47,2019-01-25 14:31:07,0
PP,1269,769,1028, (BACS),£ 96.00 (£ 96.00) from PP 67999,Judith,2016-04-28,96.0,96.0,0,0.0,2016-04-28 11:02:27,2019-01-25 14:31:07,0
PP,1270,770,1028, (BACS),£ 59.99 (£ 59.99) from PP 67999,Judith,2016-04-28,59.989999999999995,59.989999999999995,0,0.0,2016-04-28 11:02:27,2019-01-25 14:31:07,0
PP,1271,771,1028, (BACS),£ 0.01 (£ 0.01) from PP 67999,Judith,2016-04-28,0.01,0.01,0,0.0,2016-04-28 11:02:27,2019-01-25 14:31:07,0
PP,1272,772,1028, (BACS),£ 120.00 (£ 120.00) from PP 67999,Judith,2016-04-28,120.0,120.0,0,0.0,2016-04-28 11:02:27,2019-01-25 14:31:07,0
PP,1273,773,1029, (BACS),£ 103.06 (£ 103.06) from PP 68000,Judith,2016-04-28,103.05999999999999,103.05999999999999,0,0.0,2016-04-28 11:02:50,2019-01-25 14:31:07,0
PP,1274,774,1029, (BACS),£ 47.94 (£ 47.94) from PP 68000,Judith,2016-04-28,47.94,47.94,0,0.0,2016-04-28 11:02:50,2019-01-25 14:31:07,0
PP,1275,775,1030, (BACS),£ 181.20 (£ 181.20) from PP 68001,Judith,2016-04-28,181.2,181.2,0,0.0,2016-04-28 11:03:10,2019-01-25 14:31:07,0
PP,1276,776,1030, (BACS),£ 16.80 (£ 16.80) from PP 68001,Judith,2016-04-28,16.8,16.8,0,0.0,2016-04-28 11:03:10,2019-01-25 14:31:07,0
PP,1277,777,1027, (BACS),£ 142.86 (£ 142.86) from PP 67998,Judith,2016-04-28,142.85999999999999,142.85999999999999,0,0.0,2016-04-28 11:02:08,2019-01-25 14:31:07,0
PP,1278,778,1031, (BACS),£ 335.79 (£ 335.79) from PP 68002,Judith,2016-04-28,335.79,335.79,0,0.0,2016-04-28 11:03:31,2019-01-25 14:31:07,0
PP,1279,779,1032, (BACS),£ 314.19 (£ 314.19) from PP 68003,Judith,2016-04-28,314.19,314.19,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1280,780,1032, (BACS),£ 279.36 (£ 279.36) from PP 68003,Judith,2016-04-28,279.36,279.36,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1281,781,1032, (BACS),£ 17.30 (£ 17.30) from PP 68003,Judith,2016-04-28,17.3,17.3,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1282,782,1032, (BACS),£ 23.54 (£ 23.54) from PP 68003,Judith,2016-04-28,23.54,23.54,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1283,783,1032, (BACS),£ 14.16 (£ 14.16) from PP 68003,Judith,2016-04-28,14.16,14.16,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1284,784,1032, (BACS),£ 107.02 (£ 107.02) from PP 68003,Judith,2016-04-28,107.02000000000001,107.02000000000001,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1285,785,1032, (BACS),£ 22.45 (£ 22.45) from PP 68003,Judith,2016-04-28,22.45,22.45,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1286,786,1032, (BACS),£ 24.00 (£ 24.00) from PP 68003,Judith,2016-04-28,24.0,24.0,0,0.0,2016-04-28 11:03:49,2019-01-25 14:31:07,0
PP,1287,787,1033,bacs,£ 129.41 (£ 129.41) from PP 68004,Judith,2016-04-28,129.41,129.41,0,0.0,2016-04-28 11:04:11,2019-01-25 14:31:07,0
PP,1288,788,1033,bacs,£ 103.73 (£ 103.73) from PP 68004,Judith,2016-04-28,103.72999999999999,103.72999999999999,0,0.0,2016-04-28 11:04:11,2019-01-25 14:31:07,0
PP,1289,789,1035, (BACS),£ 1260.00 (£ 1260.00) from PP 68006,Judith,2016-04-28,1260.0,1260.0,0,0.0,2016-04-28 11:04:49,2019-01-25 14:31:07,0
PP,1290,790,1036, (BACS),£ 575.90 (£ 575.90) from PP 68007,Judith,2016-04-28,575.9,575.9,0,0.0,2016-04-28 11:05:04,2019-01-25 14:31:07,0
PP,1291,791,1036, (BACS),£ 152.40 (£ 152.40) from PP 68007,Judith,2016-04-28,152.4,152.4,0,0.0,2016-04-28 11:05:04,2019-01-25 14:31:07,0
PP,1292,792,1036, (BACS),£ 121.44 (£ 121.44) from PP 68007,Judith,2016-04-28,121.44000000000001,121.44000000000001,0,0.0,2016-04-28 11:05:04,2019-01-25 14:31:07,0
PP,1293,793,1037, (BACS),£ 6.72 (£ 6.72) from PP 68008,Judith,2016-04-28,6.720000000000001,6.720000000000001,0,0.0,2016-04-28 11:05:33,2019-01-25 14:31:07,0
PP,1294,794,1037, (BACS),£ 100.80 (£ 100.80) from PP 68008,Judith,2016-04-28,100.8,100.8,0,0.0,2016-04-28 11:05:33,2019-01-25 14:31:07,0
PP,1295,795,1344,BCARD,£ 75.00 (£ 75.00) from PP 68315,Judith,2016-04-08,75.0,75.0,0,0.0,2016-05-10 16:49:18,2019-01-25 14:31:07,0
PP,1296,796,1038, (BACS),£ 587.53 (£ 587.53) from PP 68009,Judith,2016-04-28,587.53,587.53,0,0.0,2016-04-28 11:05:46,2019-01-25 14:31:07,0
PP,1297,797,1039, (BACS),£ 166.80 (£ 166.80) from PP 68010,Judith,2016-04-28,166.8,166.8,0,0.0,2016-04-28 11:06:02,2019-01-25 14:31:07,0
PP,1298,798,1040,bacs,£ 1085.69 (£ 1085.69) from PP 68011,Judith,2016-04-28,1085.69,1085.69,0,0.0,2016-04-28 11:06:25,2019-01-25 14:31:07,0
PP,1299,799,1041, (BACS),£ 90.31 (£ 90.31) from PP 68012,Judith,2016-04-28,90.31,90.31,0,0.0,2016-04-28 11:06:41,2019-01-25 14:31:07,0
PP,1300,800,1041, (BACS),£ 251.95 (£ 251.95) from PP 68012,Judith,2016-04-28,251.95,251.95,0,0.0,2016-04-28 11:06:41,2019-01-25 14:31:07,0
PP,1301,801,1042,bacs,£ 372.00 (£ 372.00) from PP 68013,Judith,2016-04-28,372.0,372.0,0,0.0,2016-04-28 11:07:09,2019-01-25 14:31:07,0
